Player,Shirt Number,Nation,Position,Age,Minutes,Goals,Assists_x,Penalty Kicks Made,Penalty Kicks Attempted,Shots Total,Shots on Target,Yellow Cards_x,Red Cards_x,Touches_x,Tackles_x,Interceptions_x,Blocks_x,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals_x,Shot-Creating Actions,Goal-Creating Actions,Passes Completed_x,Passes Attempted_x,Pass Completion %_x,Progressive Passes_x,Carries_x,Progressive Carries_x,Take-Ons Attempted_x,Successful Take-Ons_x,team tag,match tag,player tag,id_team_A,score_team_A,id_team_B,score_team_B,Passes Completed_y,Passes Attempted_y,Pass Completion %_y,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists_y,xAG: Exp. Assisted Goals_y,xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes_y,Passes Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses_x,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Completed,Passes Offside,Passes Blocked_x,Tackles_y,Tackles Won_x,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks_y,Shots Blocked,Passes Blocked_y,Interceptions_y,Tkl+Int,Clearances,Errors,Touches_y,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted_y,Successful Take-Ons_y,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries_y,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries_y,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Yellow Cards_y,Red Cards_y,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses_y,Interceptions,Tackles Won_y,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Simple_Position,Point_won
Eddie Nketiah,14,eng ENG,FW,24-074,73,1,0,0,0,3,1,0,0,26,1,0,1,0.2,0.2,0.0,1,0,16,16,100.0,0,14,0,3,0,18bb7c10,26a7f90c,a53649b7,18bb7c10,2,e4a775cb,1,16,16,100.0,203,5,12,12,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,16,14,2,0,0,0,0,1,0,0,0,0,16,0,0,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,26,0,0,11,15,6,26,3,0,0.0,2,66.7,14,41,9,0,0,0,1,1,18,4,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,100.0,Forward,1.0
Leandro Trossard,19,be BEL,"LM,LW",28-251,17,0,0,0,0,0,0,0,0,12,1,0,1,0.0,0.0,0.0,3,0,7,10,70.0,1,5,1,1,1,18bb7c10,26a7f90c,38ceb24a,18bb7c10,2,e4a775cb,1,7,10,70.0,93,22,3,4,75.0,4,5,80.0,0,0,,0,0.0,0.0,1,2,0,0,1,10,9,1,0,0,0,0,0,0,0,0,0,7,0,1,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,12,0,4,8,3,0,12,1,1,100.0,0,0.0,5,63,55,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0.0,Midfielders,1.0
Gabriel Martinelli,11,br BRA,LW,22-055,85,0,1,0,0,0,0,0,0,47,1,0,1,0.0,0.0,0.2,3,1,31,33,93.9,3,35,3,4,2,18bb7c10,26a7f90c,48a5a5d6,18bb7c10,2,e4a775cb,1,31,33,93.9,556,124,13,14,92.9,15,16,93.8,3,3,100.0,1,0.2,0.2,3,0,1,0,3,33,31,2,0,0,0,2,1,1,1,0,0,31,0,0,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,47,0,4,16,27,4,47,4,2,50.0,2,50.0,35,197,91,3,3,2,1,4,32,9,0,0,0,2,2,0,2,0,1,0,0,0,8,1,5,16.7,Forward,1.0
Gabriel Magalhaes,6,br BRA,CB,25-236,5,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,18bb7c10,26a7f90c,67ac5bb8,18bb7c10,2,e4a775cb,1,2,3,66.7,33,6,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,4,0,3,1,0,0,4,0,0,,0,,2,2,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Defenders,1.0
Bukayo Saka,7,eng ENG,RW,21-341,90,1,0,0,0,3,2,0,0,81,5,0,1,0.2,0.2,0.1,4,0,49,67,73.1,3,62,11,2,0,18bb7c10,26a7f90c,bc7dc64d,18bb7c10,2,e4a775cb,1,49,67,73.1,787,133,24,28,85.7,21,28,75.0,3,5,60.0,0,0.1,0.2,3,2,2,1,3,67,62,5,0,1,0,9,1,4,4,0,0,49,0,2,5,4,2,1,2,3,5,60.0,2,1,0,1,0,5,0,0,81,1,4,20,57,7,81,2,0,0.0,1,50.0,62,415,197,11,3,2,1,1,67,20,0,0,0,2,1,0,9,0,4,0,0,0,0,0,1,0.0,Forward,1.0
Kai Havertz,29,de GER,"LM,FW",24-062,90,0,0,0,0,2,0,0,0,65,1,1,1,0.1,0.1,0.2,3,0,47,54,87.0,4,54,3,1,0,18bb7c10,26a7f90c,fed7cb61,18bb7c10,2,e4a775cb,1,47,54,87.0,683,114,28,31,90.3,16,18,88.9,2,2,100.0,0,0.2,0.2,2,2,1,0,4,54,51,2,2,0,0,0,0,0,0,0,0,47,1,0,1,1,0,0,1,1,1,100.0,0,1,0,1,1,2,1,0,65,1,3,34,29,4,65,1,0,0.0,1,100.0,54,244,119,3,2,0,1,1,58,10,0,0,0,2,4,0,0,1,1,0,0,0,2,3,4,42.9,Midfielders,1.0
Declan Rice,41,eng ENG,CM,24-210,90,0,0,0,0,3,3,0,0,103,4,1,0,0.2,0.2,0.0,0,0,84,91,92.3,3,86,1,2,0,18bb7c10,26a7f90c,1c7012b8,18bb7c10,2,e4a775cb,1,84,91,92.3,1328,279,47,48,97.9,33,35,94.3,4,6,66.7,0,0.0,0.0,0,7,0,0,3,91,90,1,1,0,1,0,0,0,0,0,0,84,0,1,4,4,1,3,0,3,4,75.0,1,0,0,0,1,5,0,0,103,2,24,65,15,1,103,2,0,0.0,1,50.0,86,444,178,1,1,0,3,0,87,4,0,0,0,2,1,0,0,1,4,0,0,0,5,1,4,20.0,Midfielders,1.0
Martin Odegaard,8,no NOR,RM,24-238,90,0,0,0,0,3,0,0,0,80,3,0,0,0.1,0.1,0.0,6,0,55,69,79.7,9,65,8,0,0,18bb7c10,26a7f90c,79300479,18bb7c10,2,e4a775cb,1,55,69,79.7,761,137,36,41,87.8,15,19,78.9,2,4,50.0,0,0.0,0.1,1,4,4,0,9,69,62,6,1,2,0,3,2,3,3,0,0,55,1,1,3,1,0,3,0,0,2,0.0,2,0,0,0,0,3,1,0,80,1,4,30,46,4,80,0,0,,0,,65,396,196,8,4,2,2,1,62,6,0,0,0,0,2,0,3,0,1,0,0,0,7,0,0,,Midfielders,1.0
Jurrien Timber,12,nl NED,LB,22-056,49,0,0,0,0,0,0,1,0,51,1,0,0,0.0,0.0,0.0,0,0,44,49,89.8,7,39,0,0,0,18bb7c10,26a7f90c,41034650,18bb7c10,2,e4a775cb,1,44,49,89.8,654,152,21,22,95.5,23,26,88.5,0,0,,0,0.0,0.0,0,9,0,0,7,49,44,5,1,0,0,0,4,0,0,0,0,44,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,51,0,8,38,5,0,51,0,0,,0,,39,127,86,0,2,0,0,0,39,3,1,0,0,2,0,1,0,0,1,0,0,0,2,1,0,100.0,Defenders,1.0
Takehiro Tomiyasu,18,jp JPN,LB,24-280,41,0,0,0,0,1,1,0,0,48,0,1,0,0.0,0.0,0.0,0,0,37,43,86.0,3,39,0,0,0,18bb7c10,26a7f90c,b3af9be1,18bb7c10,2,e4a775cb,1,37,43,86.0,572,131,18,20,90.0,18,20,90.0,1,3,33.3,0,0.0,0.0,0,4,0,0,3,43,41,2,1,1,0,0,1,0,0,0,0,37,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,48,2,13,31,4,1,48,0,0,,0,,39,176,106,0,1,0,0,0,38,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,50.0,Defenders,1.0
William Saliba,2,fr FRA,CB,22-141,90,0,1,0,0,0,0,0,0,132,0,0,0,0.0,0.0,0.0,2,1,127,130,97.7,7,114,0,0,0,18bb7c10,26a7f90c,972aeb2a,18bb7c10,2,e4a775cb,1,127,130,97.7,2180,834,58,60,96.7,61,61,100.0,8,8,100.0,1,0.0,0.0,1,4,1,0,7,130,128,2,0,0,0,0,0,0,0,0,0,127,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,132,7,37,92,3,1,132,0,0,,0,,114,489,316,0,0,0,0,0,112,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,0,100.0,Defenders,1.0
Ben White,4,eng ENG,"CB,RB",25-308,90,0,0,0,0,0,0,1,0,110,0,2,0,0.0,0.0,0.0,2,0,94,106,88.7,7,91,2,1,0,18bb7c10,26a7f90c,35e413f1,18bb7c10,2,e4a775cb,1,94,106,88.7,1467,464,43,46,93.5,47,51,92.2,3,7,42.9,0,0.0,0.0,0,10,2,0,7,106,103,3,0,1,0,0,3,0,0,0,0,94,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,110,5,34,65,11,1,110,1,0,0.0,1,100.0,91,383,234,2,1,0,0,0,92,1,1,0,0,0,0,0,0,2,0,0,0,0,3,1,1,50.0,Defenders,1.0
Thomas Partey,5,gh GHA,"RB,LM",30-060,90,0,0,0,0,0,0,0,0,113,2,2,1,0.0,0.0,0.1,6,2,100,107,93.5,11,80,5,1,1,18bb7c10,26a7f90c,529f49ab,18bb7c10,2,e4a775cb,1,100,107,93.5,1556,429,55,58,94.8,38,40,95.0,4,6,66.7,0,0.1,0.1,2,16,2,0,11,107,97,10,5,0,0,0,5,0,0,0,0,100,0,0,2,1,1,1,0,1,3,33.3,2,1,1,0,2,4,0,0,113,2,17,74,23,1,113,1,1,100.0,0,0.0,80,377,242,5,6,0,0,1,83,0,0,0,0,0,0,0,0,2,1,0,0,0,9,0,2,0.0,Defenders,1.0
Brennan Johnson,20,wls WAL,"FW,RW",22-081,79,0,0,0,0,1,0,0,0,15,1,0,2,0.3,0.3,0.0,0,0,6,6,100.0,0,11,1,2,0,e4a775cb,26a7f90c,0cd31129,18bb7c10,2,e4a775cb,1,6,6,100.0,115,17,1,1,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,1,0.0,1,2,0,2,0,1,0,0,15,0,5,7,3,2,15,2,0,0.0,1,50.0,11,48,14,1,0,0,1,1,10,2,0,0,0,1,2,0,0,0,0,0,0,0,4,0,1,0.0,Forward,0.0
Anthony Elanga,21,se SWE,RW,21-107,11,0,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.6,3,1,2,3,66.7,1,4,1,0,0,e4a775cb,26a7f90c,2fba6108,18bb7c10,2,e4a775cb,1,2,3,66.7,34,23,1,2,50.0,1,1,100.0,0,0,,1,0.6,0.6,2,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,0,0,1,3,1,4,0,0,,0,,4,87,68,1,1,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,Forward,0.0
Morgan Gibbs-White,10,eng ENG,"LW,LM",23-197,90,0,0,0,0,1,0,0,0,34,1,1,0,0.1,0.1,0.2,1,0,12,20,60.0,2,19,2,7,3,e4a775cb,26a7f90c,32f60ed8,18bb7c10,2,e4a775cb,1,12,20,60.0,283,121,5,7,71.4,2,3,66.7,5,9,55.6,0,0.2,0.2,1,3,0,0,2,20,16,4,1,1,0,4,0,3,2,1,0,12,0,0,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,1,0,34,2,12,10,13,2,34,7,3,42.9,4,57.1,19,99,61,2,2,0,2,0,19,1,0,0,0,1,1,0,4,1,1,0,0,0,4,2,0,100.0,Forward,0.0
Danilo,28,br BRA,RW,22-105,70,0,0,0,0,0,0,0,0,26,3,0,1,0.0,0.0,0.0,0,0,11,19,57.9,3,10,2,2,2,e4a775cb,26a7f90c,a816dbfb,18bb7c10,2,e4a775cb,1,11,19,57.9,201,62,4,6,66.7,5,6,83.3,1,3,33.3,0,0.0,0.0,0,2,1,0,3,19,15,3,0,0,0,1,0,0,0,0,0,11,1,1,3,1,1,2,0,2,3,66.7,1,1,0,1,0,3,1,0,26,3,7,14,5,1,26,2,2,100.0,0,0.0,10,62,41,2,2,0,1,1,11,1,0,0,0,0,0,0,1,0,1,0,0,0,4,1,1,50.0,Forward,0.0
Taiwo Awoniyi,9,ng NGA,"FW,LW",26-000,20,1,0,0,0,1,1,0,0,10,0,0,0,0.6,0.6,0.0,1,1,3,5,60.0,0,5,0,0,0,e4a775cb,26a7f90c,e5478b87,18bb7c10,2,e4a775cb,1,3,5,60.0,40,19,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,1,1,6,3,2,10,0,0,,0,,5,32,12,0,0,0,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,Forward,0.0
Ola Aina,43,ng NGA,LM,26-308,71,0,0,0,0,1,0,1,0,23,3,0,0,0.0,0.0,0.0,1,0,9,14,64.3,0,8,1,2,1,e4a775cb,26a7f90c,246d153b,18bb7c10,2,e4a775cb,1,9,14,64.3,228,172,3,7,42.9,3,4,75.0,3,3,100.0,0,0.0,0.0,0,0,0,0,0,14,10,4,3,0,0,0,1,0,0,0,0,9,0,0,3,3,3,0,0,2,2,100.0,0,0,0,0,0,3,4,0,23,2,12,8,3,0,23,2,1,50.0,0,0.0,8,59,33,1,1,0,0,1,9,1,1,0,0,1,0,0,0,0,3,0,0,0,1,1,0,100.0,Midfielders,0.0
Neco Williams,7,wls WAL,"LM,LB",22-121,19,0,0,0,0,0,0,0,0,7,0,2,1,0.0,0.0,0.0,1,0,3,5,60.0,1,5,1,1,1,e4a775cb,26a7f90c,dd323728,18bb7c10,2,e4a775cb,1,3,5,60.0,71,43,0,0,,3,3,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,1,0,1,2,2,0,0,7,1,3,5,0,0,7,1,1,100.0,0,0.0,5,47,32,1,0,0,1,2,2,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,,Midfielders,0.0
Orel Mangala,5,be BEL,CM,25-147,89,0,0,0,0,0,0,1,0,21,1,1,1,0.0,0.0,0.0,1,0,10,13,76.9,1,13,0,2,0,e4a775cb,26a7f90c,a572e291,18bb7c10,2,e4a775cb,1,10,13,76.9,170,68,5,7,71.4,3,3,100.0,1,1,100.0,0,0.0,0.0,1,0,0,0,1,13,13,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,0,0,1,1,100.0,0,1,1,0,1,2,0,0,21,3,10,8,3,0,21,2,0,0.0,1,50.0,13,54,18,0,0,0,1,3,11,0,1,0,0,3,1,0,0,1,0,0,0,0,2,0,0,,Midfielders,0.0
Cheikhou Kouyate,8,sn SEN,CM,33-234,1,0,0,0,0,1,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,3,3,100.0,1,1,0,0,0,e4a775cb,26a7f90c,8d3c902d,18bb7c10,2,e4a775cb,1,3,3,100.0,39,21,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,5,0,2,2,1,0,5,0,0,,0,,1,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Midfielders,0.0
Ryan Yates,22,eng ENG,"CM,RM",25-264,90,0,0,0,0,0,0,0,0,38,1,0,2,0.0,0.0,0.0,1,0,21,26,80.8,2,14,3,1,0,e4a775cb,26a7f90c,c1fe2a48,18bb7c10,2,e4a775cb,1,21,26,80.8,308,163,13,16,81.3,6,6,100.0,1,2,50.0,0,0.0,0.0,0,3,1,0,2,26,25,1,1,0,0,0,0,0,0,0,0,21,0,1,1,0,1,0,0,0,0,,0,2,1,1,0,1,0,0,38,0,11,19,9,0,38,1,0,0.0,1,100.0,14,79,53,3,2,0,2,1,15,0,0,0,0,2,3,1,0,0,0,0,0,0,4,2,0,100.0,Midfielders,0.0
Serge Aurier,24,ci CIV,"RM,RB",30-231,90,0,0,0,0,0,0,0,0,20,2,1,0,0.0,0.0,0.0,0,0,6,12,50.0,1,11,0,1,0,e4a775cb,26a7f90c,5c2b4f07,18bb7c10,2,e4a775cb,1,6,12,50.0,100,47,2,2,100.0,4,7,57.1,0,2,0.0,0,0.0,0.0,0,0,0,0,1,12,12,0,0,0,0,1,0,0,0,0,0,6,0,0,2,2,2,0,0,1,2,50.0,1,0,0,0,1,3,1,0,20,2,9,6,6,2,20,1,0,0.0,1,100.0,11,46,22,0,0,1,2,1,14,5,0,0,0,0,2,0,1,1,2,0,0,0,3,2,2,50.0,Midfielders,0.0
Scott McKenna,26,sct SCO,CB,26-273,90,0,0,0,0,0,0,0,0,32,2,2,0,0.0,0.0,0.0,0,0,13,21,61.9,0,10,0,0,0,e4a775cb,26a7f90c,4e5a4cbc,18bb7c10,2,e4a775cb,1,13,21,61.9,248,121,5,6,83.3,6,11,54.5,2,4,50.0,0,0.0,0.0,0,0,0,0,0,21,17,4,0,0,0,0,4,0,0,0,0,13,0,0,2,0,1,1,0,0,0,,0,0,0,0,2,4,4,0,32,4,14,17,1,0,32,0,0,,0,,10,29,13,0,0,0,0,0,10,0,0,0,0,1,1,0,0,2,0,0,0,0,2,3,0,100.0,Defenders,0.0
Joe Worrall,4,eng ENG,CB,26-214,89,0,0,0,0,0,0,0,0,24,1,1,1,0.0,0.0,0.0,0,0,10,16,62.5,0,11,0,0,0,e4a775cb,26a7f90c,a5212312,18bb7c10,2,e4a775cb,1,10,16,62.5,214,97,2,3,66.7,7,8,87.5,1,5,20.0,0,0.0,0.0,0,0,0,0,0,16,15,1,1,0,0,0,0,0,0,0,0,10,0,0,1,1,1,0,0,0,0,,0,1,1,0,1,2,5,0,24,10,19,4,1,1,24,0,0,,0,,11,29,14,0,0,0,0,0,12,1,0,0,0,1,0,0,0,1,1,0,0,0,1,4,2,66.7,Defenders,0.0
Chris Wood,11,nz NZL,FW,31-248,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,e4a775cb,26a7f90c,4e9a0555,18bb7c10,2,e4a775cb,1,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,,0,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,0.0
Willy Boly,30,ci CIV,CB,32-190,90,0,0,0,0,1,1,0,0,40,2,0,1,0.2,0.2,0.3,1,0,23,31,74.2,2,15,0,0,0,e4a775cb,26a7f90c,a4ac4b8f,18bb7c10,2,e4a775cb,1,23,31,74.2,376,156,10,12,83.3,12,15,80.0,0,2,0.0,0,0.3,0.0,1,3,2,0,2,31,26,5,1,0,0,0,4,0,0,0,0,23,0,1,2,2,2,0,0,1,2,50.0,1,1,1,0,0,2,2,0,40,6,20,17,3,1,40,0,0,,0,,15,68,43,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,2,0,0,0,4,4,3,57.1,Defenders,0.0
Neal Maupay,13,fr FRA,FW,26-363,71,0,0,0,0,4,3,0,0,19,0,0,1,1.3,1.3,0.1,2,0,8,9,88.9,0,9,1,0,0,d3fd31cc,15addfc7,4bcf39f6,d3fd31cc,0,fd962109,1,8,9,88.9,127,9,4,4,100.0,4,5,80.0,0,0,,0,0.1,0.0,1,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,19,1,1,10,9,6,19,0,0,,0,,9,58,14,1,1,1,3,2,11,3,0,0,0,1,0,2,0,0,0,0,0,0,4,0,1,0.0,Forward,0.0
Arnaut Danjuma,10,nl NED,FW,26-193,19,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.2,0,0,3,5,60.0,2,4,1,1,0,d3fd31cc,15addfc7,f08490a6,d3fd31cc,0,fd962109,1,3,5,60.0,76,5,1,1,100.0,1,2,50.0,1,1,100.0,0,0.2,0.0,1,0,0,0,2,5,4,1,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,8,0,0,2,6,2,8,1,0,0.0,1,100.0,4,29,17,1,0,1,0,0,5,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,100.0,Forward,0.0
Abdoulaye Doucoure,16,ml MLI,FW,30-223,90,0,0,0,0,2,1,0,0,36,0,0,2,0.6,0.6,0.8,3,0,22,27,81.5,3,20,3,2,0,d3fd31cc,15addfc7,02b29014,d3fd31cc,0,fd962109,1,22,27,81.5,316,70,10,13,76.9,10,10,100.0,0,0,,0,0.8,0.1,3,2,1,0,3,27,27,0,0,0,0,1,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,36,0,4,13,19,4,36,2,0,0.0,2,100.0,20,141,82,3,2,0,1,0,25,3,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,33.3,Forward,0.0
Alex Iwobi,17,ng NGA,"LM,RM",27-101,90,0,0,0,0,4,2,0,0,44,1,1,2,0.3,0.3,0.1,11,0,22,30,73.3,4,25,3,4,3,d3fd31cc,15addfc7,6ca5ec4b,d3fd31cc,0,fd962109,1,22,30,73.3,470,175,9,10,90.0,6,6,100.0,7,13,53.8,0,0.1,0.3,3,1,3,1,4,30,23,6,0,0,0,6,1,5,3,2,0,22,1,0,1,0,0,0,1,1,1,100.0,0,2,0,2,1,2,0,0,44,0,3,14,29,2,44,4,3,75.0,1,25.0,25,237,162,3,3,1,3,1,25,4,0,0,0,0,0,2,6,1,0,0,0,0,5,0,0,,Midfielders,0.0
Amadou Onana,8,be BEL,CM,21-361,90,0,0,0,0,1,1,0,0,38,0,1,1,0.1,0.1,1.1,5,0,27,32,84.4,4,25,2,0,0,d3fd31cc,15addfc7,828657ff,d3fd31cc,0,fd962109,1,27,32,84.4,467,164,16,17,94.1,4,6,66.7,5,5,100.0,0,1.1,0.4,3,4,1,0,4,32,31,0,0,1,1,0,0,0,0,0,0,27,1,1,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,38,2,4,20,14,1,38,0,0,,0,,25,92,42,2,0,1,1,0,29,6,0,0,0,3,2,0,0,1,0,0,0,0,4,1,2,33.3,Midfielders,0.0
Idrissa Gana Gueye,27,sn SEN,CM,33-320,90,0,0,0,0,2,0,0,0,70,6,1,3,0.1,0.1,0.0,4,0,48,57,84.2,2,37,0,0,0,d3fd31cc,15addfc7,72c812f3,d3fd31cc,0,fd962109,1,48,57,84.2,649,133,23,25,92.0,21,24,87.5,1,3,33.3,0,0.0,0.0,1,4,1,0,2,57,55,1,0,0,0,2,1,0,0,0,0,48,1,1,6,2,1,2,3,1,2,50.0,1,3,0,3,1,7,2,0,70,4,17,37,19,1,70,0,0,,0,,37,163,60,0,1,0,1,0,36,2,0,0,0,2,0,0,2,1,2,0,0,0,15,0,2,0.0,Midfielders,0.0
James Garner,37,eng ENG,RM,22-152,82,0,0,0,0,0,0,0,0,42,1,1,1,0.0,0.0,0.0,4,0,23,35,65.7,1,27,0,4,3,d3fd31cc,15addfc7,4e015693,d3fd31cc,0,fd962109,1,23,35,65.7,344,89,15,17,88.2,4,5,80.0,3,7,42.9,0,0.0,0.0,1,3,0,0,1,35,29,6,2,0,0,7,0,4,0,3,0,23,0,3,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,0,0,42,0,10,13,19,0,42,4,3,75.0,1,25.0,27,109,31,0,2,0,2,0,26,2,0,0,0,0,3,1,7,1,1,0,0,0,6,0,0,,Midfielders,0.0
Lewis Dobbin,61,eng ENG,LM,20-221,8,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,2,0,2,3,66.7,0,4,1,0,0,d3fd31cc,15addfc7,e814e1cf,d3fd31cc,0,fd962109,1,2,3,66.7,20,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,5,0,1,1,3,1,5,0,0,,0,,4,47,19,1,0,1,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,,Midfielders,0.0
Ashley Young,18,eng ENG,LB,38-034,90,0,0,0,0,0,0,0,0,55,1,0,0,0.0,0.0,0.0,3,0,34,50,68.0,1,28,0,2,1,d3fd31cc,15addfc7,be927d03,d3fd31cc,0,fd962109,1,34,50,68.0,612,219,13,14,92.9,18,20,90.0,3,13,23.1,0,0.0,0.1,0,3,1,1,1,50,34,14,2,0,0,6,11,1,1,0,0,34,2,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,3,0,55,2,11,26,18,0,55,2,1,50.0,1,50.0,28,120,33,0,0,0,0,0,30,1,0,0,0,2,0,0,6,0,1,0,0,0,3,2,0,100.0,Defenders,0.0
James Tarkowski,6,eng ENG,CB,30-266,90,0,0,0,0,1,0,0,0,46,0,4,1,0.0,0.0,0.0,0,0,27,36,75.0,5,32,0,0,0,d3fd31cc,15addfc7,15ea812b,d3fd31cc,0,fd962109,1,27,36,75.0,676,221,5,6,83.3,15,15,100.0,7,13,53.8,0,0.0,0.0,0,4,1,0,5,36,35,1,1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0.0,1,1,1,0,4,4,3,0,46,6,16,27,3,3,46,0,0,,0,,32,120,37,0,0,0,0,0,29,2,0,0,0,3,0,0,0,4,0,0,0,0,3,2,1,66.7,Defenders,0.0
Michael Keane,5,eng ENG,CB,30-213,90,0,0,0,0,2,2,0,0,62,2,2,0,0.0,0.0,0.0,1,0,46,52,88.5,5,39,1,0,0,d3fd31cc,15addfc7,c5b7c315,d3fd31cc,0,fd962109,1,46,52,88.5,980,372,12,13,92.3,27,30,90.0,6,8,75.0,0,0.0,0.0,0,7,0,0,5,52,52,0,0,0,1,0,0,0,0,0,0,46,0,0,2,1,1,0,1,0,0,,0,0,0,0,2,4,3,0,62,9,29,28,5,2,62,0,0,,0,,39,171,79,1,0,0,1,0,43,0,0,0,0,0,0,0,0,2,1,0,0,0,6,1,4,20.0,Defenders,0.0
