Player,Shirt Number,Nation,Position,Age,Minutes,Goals,Assists_x,Penalty Kicks Made,Penalty Kicks Attempted,Shots Total,Shots on Target,Yellow Cards_x,Red Cards_x,Touches_x,Tackles_x,Interceptions_x,Blocks_x,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals_x,Shot-Creating Actions,Goal-Creating Actions,Passes Completed_x,Passes Attempted_x,Pass Completion %_x,Progressive Passes_x,Carries_x,Progressive Carries_x,Take-Ons Attempted_x,Successful Take-Ons_x,team tag,match tag,player tag,id_team_A,score_team_A,id_team_B,score_team_B,Passes Completed_y,Passes Attempted_y,Pass Completion %_y,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists_y,xAG: Exp. Assisted Goals_y,xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes_y,Passes Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses_x,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Completed,Passes Offside,Passes Blocked_x,Tackles_y,Tackles Won_x,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks_y,Shots Blocked,Passes Blocked_y,Interceptions_y,Tkl+Int,Clearances,Errors,Touches_y,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted_y,Successful Take-Ons_y,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries_y,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries_y,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Yellow Cards_y,Red Cards_y,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses_y,Interceptions,Tackles Won_y,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Simple_Position,Point_won
Pelly Ruddock Mpanzu,17,cd COD,CM,30-131,60,0,0,0,0,0,0,0,0,33,1,0,2,0.0,0.0,0.0,1,0,24,29,82.8,4,13,0,0,0,e297cd13,f4805536,a9b1c319,e297cd13,2,47c64c55,1,24,29,82.8,459,84,8,9,88.9,12,14,85.7,3,4,75.0,0,0.0,0.0,0,2,3,0,4,29,27,2,1,0,0,0,1,0,0,0,0,24,0,0,1,0,0,1,0,1,2,50.0,1,2,0,2,0,1,0,0,33,0,6,17,10,0,33,0,0,,0,,13,35,7,0,0,0,1,1,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0,Midfielders,1.0
Jordan Clark,18,eng ENG,CM,30-064,30,0,0,0,0,0,0,1,0,18,2,0,0,0.0,0.0,0.0,1,0,7,11,63.6,1,3,0,0,0,e297cd13,f4805536,7c5fa6cf,e297cd13,2,47c64c55,1,7,11,63.6,118,39,3,4,75.0,2,4,50.0,1,2,50.0,0,0.0,0.0,1,0,0,0,1,11,10,1,0,0,0,0,0,0,0,0,0,7,0,0,2,0,1,1,0,0,0,,0,0,0,0,0,2,2,0,18,2,6,9,3,0,18,0,0,,0,,3,41,24,0,0,0,2,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,,Midfielders,1.0
Amari'i Bell,29,jm JAM,WB,29-204,90,0,0,0,0,1,1,0,0,60,3,1,3,0.0,0.0,0.3,2,0,28,41,68.3,3,27,3,2,0,e297cd13,f4805536,399e9474,e297cd13,2,47c64c55,1,28,41,68.3,407,173,15,19,78.9,13,20,65.0,0,2,0.0,0,0.3,0.2,2,2,0,0,3,41,30,11,0,1,0,2,11,0,0,0,0,28,0,1,3,2,2,1,0,2,3,66.7,1,3,1,2,1,4,7,0,60,5,27,18,15,1,60,2,0,0.0,2,100.0,27,140,69,3,2,0,3,1,28,2,0,0,0,2,0,0,2,1,2,0,0,0,5,1,0,100.0,Defenders,1.0
Alfie Doughty,45,eng ENG,WB,23-339,78,0,0,0,0,0,0,0,0,56,2,1,1,0.0,0.0,0.0,3,0,33,47,70.2,3,28,7,5,3,e297cd13,f4805536,bf33b257,e297cd13,2,47c64c55,1,33,47,70.2,532,162,20,22,90.9,7,10,70.0,5,11,45.5,0,0.0,0.1,1,2,1,1,3,47,34,13,3,0,0,11,7,3,0,3,0,33,0,3,2,1,0,2,0,2,3,66.7,1,1,0,1,1,3,0,0,56,1,6,21,29,4,56,5,3,60.0,1,20.0,28,201,94,7,1,2,1,1,29,7,0,0,0,1,1,0,11,1,1,0,0,0,4,0,1,0.0,Defenders,1.0
Jacob Brown,19,sct SCO,AM,25-229,12,1,0,0,0,1,1,0,0,10,1,1,0,0.5,0.5,0.0,0,0,0,2,0.0,0,4,0,1,0,e297cd13,f4805536,ca18c8f1,e297cd13,2,47c64c55,1,0,2,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,1,0,0,0,1,2,1,0,10,1,3,5,2,1,10,1,0,0.0,1,100.0,4,40,4,0,0,0,1,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,40.0,Midfielders,1.0
Gabriel Osho,2,ng NGA,CB,25-103,90,0,0,0,0,0,0,1,0,50,0,2,1,0.0,0.0,0.0,2,0,33,37,89.2,3,23,0,1,1,e297cd13,f4805536,cd889153,e297cd13,2,47c64c55,1,33,37,89.2,595,198,15,15,100.0,15,15,100.0,3,5,60.0,0,0.0,0.0,0,3,0,0,3,37,36,1,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,8,0,50,8,34,16,1,0,50,1,1,100.0,0,0.0,23,109,68,0,1,0,1,0,25,0,1,0,0,2,1,0,0,2,0,0,0,0,4,3,1,75.0,Defenders,1.0
Tom Lockyer,4,wls WAL,CB,28-357,90,0,0,0,0,2,0,1,0,47,2,4,3,0.3,0.3,0.0,0,0,22,29,75.9,2,24,0,0,0,e297cd13,f4805536,37118440,e297cd13,2,47c64c55,1,22,29,75.9,426,231,9,11,81.8,10,12,83.3,3,6,50.0,0,0.0,0.1,0,2,1,0,2,29,27,2,2,1,0,0,0,0,0,0,0,22,0,0,2,2,2,0,0,1,2,50.0,1,3,2,1,4,6,6,0,47,5,29,14,4,3,47,0,0,,0,,24,138,81,0,0,0,0,1,21,0,1,0,0,2,2,0,0,4,2,0,0,0,7,3,0,100.0,Defenders,1.0
Teden Mengi,15,eng ENG,CB,21-209,90,1,0,0,0,1,1,0,0,46,3,1,1,0.1,0.1,0.0,0,0,18,26,69.2,2,20,0,0,0,e297cd13,f4805536,91748070,e297cd13,2,47c64c55,1,18,26,69.2,303,144,12,12,100.0,4,5,80.0,2,7,28.6,0,0.0,0.0,0,3,0,0,2,26,26,0,0,0,0,0,0,0,0,0,0,18,0,1,3,2,2,0,1,0,0,,0,1,1,0,1,4,10,0,46,7,24,17,5,3,46,0,0,,0,,20,78,32,0,0,0,4,0,19,0,0,0,0,1,0,0,0,1,2,0,0,0,3,1,3,25.0,Defenders,1.0
Odsonne Edouard,22,fr FRA,FW,25-313,79,0,0,0,0,2,1,0,0,33,0,1,0,0.3,0.3,0.0,1,0,19,22,86.4,2,24,2,1,0,47c64c55,f4805536,0562b7f1,e297cd13,2,47c64c55,1,19,22,86.4,200,34,14,15,93.3,3,4,75.0,0,0,,0,0.0,0.1,1,0,2,0,2,22,21,1,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,33,0,3,16,14,3,33,1,0,0.0,1,100.0,24,74,25,2,0,2,5,1,26,7,0,0,0,3,1,1,0,1,0,0,0,0,1,0,2,0.0,Forward,0.0
Jean-Philippe Mateta,14,fr FRA,FW,26-150,11,0,0,0,0,1,1,0,0,12,0,0,0,0.1,0.1,0.2,2,0,8,10,80.0,0,3,0,0,0,47c64c55,f4805536,50e6dc35,e297cd13,2,47c64c55,1,8,10,80.0,67,19,7,9,77.8,0,0,,0,0,,0,0.2,0.1,3,0,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,0,0,1,11,3,12,0,0,,0,,3,6,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,100.0,Forward,0.0
Jeffrey Schlupp,15,gh GHA,LW,30-337,79,0,0,0,0,2,1,0,0,33,0,1,0,0.2,0.2,0.0,2,0,17,23,73.9,2,20,3,4,2,47c64c55,f4805536,3312f911,e297cd13,2,47c64c55,1,17,23,73.9,204,42,15,16,93.8,2,2,100.0,0,2,0.0,0,0.0,0.0,1,0,1,0,2,23,23,0,0,0,0,2,0,0,0,0,0,17,0,1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,0,33,2,4,14,15,3,33,4,2,50.0,2,50.0,20,115,67,3,0,0,1,1,24,3,0,0,0,2,1,0,2,1,0,0,0,0,2,0,1,0.0,Forward,0.0
Naouirou Ahamada,29,fr FRA,LW,21-241,11,0,0,0,0,1,0,0,0,12,0,0,0,0.0,0.0,0.0,2,0,7,8,87.5,0,9,2,1,1,47c64c55,f4805536,a6c58494,e297cd13,2,47c64c55,1,7,8,87.5,69,18,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,12,0,0,4,8,1,12,1,1,100.0,0,0.0,9,49,25,2,1,0,2,2,11,4,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,100.0,Forward,0.0
Michael Olise,7,fr FRA,RW,21-348,90,1,0,0,0,5,1,0,0,76,5,1,1,0.3,0.3,0.9,5,1,37,57,64.9,2,46,2,2,1,47c64c55,f4805536,c4486bac,e297cd13,2,47c64c55,1,37,57,64.9,633,258,20,26,76.9,9,15,60.0,6,12,50.0,0,0.9,0.4,3,5,3,2,2,57,48,8,3,2,0,13,1,4,2,2,0,37,1,2,5,4,3,1,1,4,5,80.0,1,1,0,1,1,6,0,0,76,0,12,29,35,8,76,2,1,50.0,1,50.0,46,239,100,2,1,2,1,3,49,8,0,0,0,1,2,0,13,1,4,0,0,0,6,0,0,,Forward,0.0
Eberechi Eze,10,eng ENG,AM,25-149,48,0,0,0,0,2,2,0,0,34,3,0,1,0.1,0.1,0.0,4,0,17,21,81.0,3,19,2,2,1,47c64c55,f4805536,ae4fc6a4,e297cd13,2,47c64c55,1,17,21,81.0,281,54,7,9,77.8,10,10,100.0,0,1,0.0,0,0.0,0.0,1,1,1,0,3,21,18,3,1,0,0,1,0,1,1,0,0,17,0,0,3,1,0,2,1,1,2,50.0,1,1,0,1,0,3,1,0,34,0,4,18,12,0,34,2,1,50.0,1,50.0,19,97,53,2,2,0,2,1,21,2,0,0,0,0,2,0,1,0,1,0,0,0,4,0,1,0.0,Midfielders,0.0
Jordan Ayew,9,gh GHA,AM,32-075,42,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.1,2,0,15,17,88.2,3,16,1,3,1,47c64c55,f4805536,da052c14,e297cd13,2,47c64c55,1,15,17,88.2,224,55,7,9,77.8,7,7,100.0,0,0,,0,0.1,0.0,1,2,1,0,3,17,17,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,23,0,1,10,12,2,23,3,1,33.3,2,66.7,16,114,48,1,1,0,2,2,20,3,0,0,0,0,3,0,0,0,0,0,0,0,4,1,1,50.0,Midfielders,0.0
Jefferson Lerma,8,co COL,DM,29-031,90,0,0,0,0,2,1,1,0,90,0,1,1,0.7,0.7,0.1,2,0,73,82,89.0,5,55,0,0,0,47c64c55,f4805536,9b5ce51a,e297cd13,2,47c64c55,1,73,82,89.0,1238,339,30,35,85.7,35,36,97.2,5,7,71.4,0,0.1,0.1,1,5,1,1,5,82,76,6,3,0,1,1,3,0,0,0,0,73,0,0,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,2,0,90,2,21,53,17,3,90,0,0,,0,,55,202,91,0,1,0,2,0,60,4,1,0,0,1,1,0,1,1,0,0,0,0,6,2,2,50.0,Midfielders,0.0
Cheick Doucoure,28,ml MLI,DM,23-321,53,0,0,0,0,0,0,0,0,47,1,1,1,0.0,0.0,0.1,2,0,37,41,90.2,6,28,1,1,1,47c64c55,f4805536,ce4f40c7,e297cd13,2,47c64c55,1,37,41,90.2,621,200,17,18,94.4,19,20,95.0,1,2,50.0,0,0.1,0.2,2,5,0,0,6,41,41,0,0,1,0,0,0,0,0,0,0,37,0,1,1,0,1,0,0,0,1,0.0,1,1,0,1,1,2,1,0,47,1,16,26,7,0,47,1,1,100.0,0,0.0,28,102,55,1,1,0,0,0,33,2,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0.0,Midfielders,0.0
Will Hughes,19,eng ENG,DM,28-222,37,0,0,0,0,0,0,0,0,26,1,0,0,0.0,0.0,0.0,1,0,22,25,88.0,8,11,0,0,0,47c64c55,f4805536,a0666d3e,e297cd13,2,47c64c55,1,22,25,88.0,329,182,12,14,85.7,9,9,100.0,1,2,50.0,0,0.0,0.1,0,3,2,0,8,25,25,0,0,0,0,0,0,0,0,0,0,22,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,26,0,3,17,6,0,26,0,0,,0,,11,43,21,0,0,0,0,1,14,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,,Midfielders,0.0
Tyrick Mitchell,3,eng ENG,LB,24-085,90,0,0,0,0,0,0,0,0,71,3,1,1,0.0,0.0,0.0,0,0,41,58,70.7,4,27,0,1,1,47c64c55,f4805536,5cbd1eb0,e297cd13,2,47c64c55,1,41,58,70.7,687,313,20,25,80.0,19,23,82.6,2,5,40.0,0,0.0,0.0,0,2,1,1,4,58,44,14,0,1,0,3,14,0,0,0,0,41,0,2,3,0,2,0,1,1,1,100.0,0,1,0,1,1,4,7,0,71,5,28,31,12,1,71,1,1,100.0,0,0.0,27,57,25,0,0,0,0,0,32,2,0,0,0,1,0,0,3,1,0,0,0,0,6,0,1,0.0,Defenders,0.0
Marc Guehi,6,eng ENG,CB,23-135,90,0,0,0,0,0,0,0,0,80,0,3,0,0.0,0.0,0.0,1,0,60,71,84.5,3,53,0,0,0,47c64c55,f4805536,d0706b27,e297cd13,2,47c64c55,1,60,71,84.5,1227,414,15,16,93.8,39,42,92.9,6,13,46.2,0,0.0,0.0,0,2,0,0,3,71,69,2,2,0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,4,0,80,8,44,32,4,1,80,0,0,,0,,53,206,76,0,0,0,0,0,62,0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,4,0.0,Defenders,0.0
Joachim Andersen,16,dk DEN,CB,27-178,90,0,0,0,0,1,1,0,0,77,1,0,0,0.1,0.1,0.0,1,0,51,71,71.8,0,40,1,0,0,47c64c55,f4805536,e34fc66d,e297cd13,2,47c64c55,1,51,71,71.8,994,300,20,24,83.3,25,25,100.0,6,18,33.3,0,0.0,0.0,0,0,1,1,0,71,68,3,3,1,0,1,0,0,0,0,0,51,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,1,77,7,41,33,4,3,77,0,0,,0,,40,212,133,1,0,0,0,0,50,0,0,0,0,0,2,0,1,0,1,0,0,0,3,5,2,71.4,Defenders,0.0
Joel Ward,2,eng ENG,RB,34-027,90,0,1,0,0,0,0,0,0,72,3,0,1,0.0,0.0,0.1,5,1,48,63,76.2,3,33,1,0,0,47c64c55,f4805536,8a7ff278,e297cd13,2,47c64c55,1,48,63,76.2,794,415,23,27,85.2,19,21,90.5,4,10,40.0,1,0.1,0.0,1,4,0,0,3,63,52,11,2,0,0,0,9,0,0,0,0,48,0,2,3,2,1,2,0,2,4,50.0,2,1,1,0,0,3,3,0,72,5,33,23,16,1,72,0,0,,0,,33,150,47,1,0,0,0,0,33,1,0,0,0,1,0,0,0,0,2,0,0,0,6,4,3,57.1,Defenders,0.0
Yoane Wissa,11,cd COD,FW,27-083,71,0,0,0,0,1,0,0,0,15,0,0,0,0.3,0.3,0.2,2,0,9,12,75.0,2,9,0,0,0,cd051869,626c6561,2500cef9,cd051869,0,18bb7c10,1,9,12,75.0,93,35,5,6,83.3,3,3,100.0,0,1,0.0,0,0.2,0.1,2,0,0,0,2,12,12,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,1,4,5,7,2,15,0,0,,0,,9,32,22,0,0,0,0,1,8,2,0,0,0,0,0,1,0,0,0,0,0,0,4,1,3,25.0,Forward,0.0
Neal Maupay,7,fr FRA,FW,27-103,19,0,0,0,0,2,0,0,0,11,0,0,1,0.5,0.5,0.0,1,0,4,5,80.0,0,7,1,1,0,cd051869,626c6561,4bcf39f6,cd051869,0,18bb7c10,1,4,5,80.0,51,0,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,11,0,0,4,7,4,11,1,0,0.0,1,100.0,7,60,9,1,0,1,1,0,7,4,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,50.0,Forward,0.0
Bryan Mbeumo,19,cm CMR,"FW,RW",24-110,90,0,0,0,0,2,0,0,0,32,0,0,1,0.2,0.2,0.1,3,0,13,17,76.5,2,21,1,2,1,cd051869,626c6561,6afaebf2,cd051869,0,18bb7c10,1,13,17,76.5,217,33,7,9,77.8,4,5,80.0,2,2,100.0,0,0.1,0.2,2,1,0,0,2,17,16,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,32,3,5,6,21,3,32,2,1,50.0,1,50.0,21,140,49,1,5,1,4,0,20,9,0,0,0,1,2,0,0,0,0,0,0,0,2,0,3,0.0,Forward,0.0
Yehor Yarmoliuk,33,ua UKR,CM,19-269,71,0,0,0,0,1,1,0,0,24,0,0,2,0.0,0.0,0.0,1,0,11,18,61.1,2,16,0,0,0,cd051869,626c6561,907a5d7c,cd051869,0,18bb7c10,1,11,18,61.1,148,37,8,10,80.0,3,7,42.9,0,0,,0,0.0,0.0,0,3,0,0,2,18,18,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,24,1,4,11,9,0,24,0,0,,0,,16,49,27,0,0,0,0,0,18,3,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2,50.0,Midfielders,0.0
Shandon Baptiste,26,gd GRN,CM,25-231,19,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,4,0,1,0,cd051869,626c6561,2886c9b5,cd051869,0,18bb7c10,1,3,6,50.0,43,9,2,4,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,8,1,2,5,1,1,8,1,0,0.0,1,100.0,4,20,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,Midfielders,0.0
Christian Norgaard,6,dk DEN,CM,29-260,90,0,0,0,0,1,0,0,0,41,5,0,0,0.0,0.0,0.0,0,0,23,34,67.6,3,18,1,1,1,cd051869,626c6561,df0a4c90,cd051869,0,18bb7c10,1,23,34,67.6,405,101,12,15,80.0,9,13,69.2,2,4,50.0,0,0.0,0.0,0,4,0,0,3,34,33,0,0,0,0,2,0,0,0,0,0,23,1,0,5,5,4,1,0,2,5,40.0,3,0,0,0,0,5,3,0,41,4,12,21,9,1,41,1,1,100.0,0,0.0,18,90,23,1,2,0,0,1,22,0,0,0,0,1,0,0,2,0,5,0,0,0,8,1,0,100.0,Midfielders,0.0
Frank Onyeka,15,ng NGA,CM,25-328,89,0,0,0,0,0,0,0,0,39,1,4,3,0.0,0.0,0.0,1,0,14,23,60.9,0,16,0,1,0,cd051869,626c6561,2944f86f,cd051869,0,18bb7c10,1,14,23,60.9,210,29,7,9,77.8,6,9,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0,23,23,0,0,1,0,0,0,0,0,0,0,14,0,2,1,1,0,1,0,0,0,,0,3,2,1,4,5,0,0,39,5,14,23,3,0,39,1,0,0.0,0,0.0,16,47,6,0,0,0,3,2,11,1,0,0,0,2,2,0,0,4,1,0,0,0,9,2,3,40.0,Midfielders,0.0
Keane Lewis-Potter,23,eng ENG,"LW,CM",22-276,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,3,0.0,0,1,0,0,0,cd051869,626c6561,41f08ac8,cd051869,0,18bb7c10,1,0,3,0.0,0,0,0,2,0.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,1,2,0,3,0,0,,0,,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,0.0
Vitaly Janelt,27,de GER,"LB,LM",25-199,90,0,0,0,0,0,0,0,0,42,2,2,0,0.0,0.0,0.4,1,0,22,34,64.7,1,22,0,1,1,cd051869,626c6561,8449d35e,cd051869,0,18bb7c10,1,22,34,64.7,321,127,16,23,69.6,4,5,80.0,2,5,40.0,0,0.4,0.2,1,2,1,1,1,34,33,1,0,0,0,3,1,0,0,0,0,22,0,1,2,1,1,0,1,1,1,100.0,0,0,0,0,2,4,3,0,42,0,18,15,11,1,42,1,1,100.0,0,0.0,22,56,29,0,2,0,1,0,21,3,0,0,0,0,0,0,3,2,1,0,0,0,7,2,3,40.0,Defenders,0.0
Ben Mee,16,eng ENG,CB,34-065,90,0,0,0,0,0,0,0,0,61,2,2,1,0.0,0.0,0.1,1,0,34,47,72.3,5,26,0,1,1,cd051869,626c6561,8df7a2fb,cd051869,0,18bb7c10,1,34,47,72.3,507,202,19,22,86.4,14,22,63.6,1,2,50.0,0,0.1,0.0,1,2,0,0,5,47,38,9,0,0,0,0,9,0,0,0,0,34,0,1,2,1,2,0,0,1,1,100.0,0,1,0,1,2,4,8,0,61,12,25,29,7,2,61,1,1,100.0,0,0.0,26,79,24,0,0,0,2,0,28,1,0,0,0,0,0,0,0,2,1,0,0,0,5,4,1,80.0,Defenders,0.0
Ethan Pinnock,5,jm JAM,CB,30-180,90,0,0,0,0,0,0,0,0,58,0,2,2,0.0,0.0,0.0,2,0,29,42,69.0,2,26,0,0,0,cd051869,626c6561,e541326e,cd051869,0,18bb7c10,1,29,42,69.0,547,139,10,15,66.7,16,17,94.1,2,7,28.6,0,0.0,0.0,0,3,0,0,2,42,37,5,0,0,0,0,5,0,0,0,0,29,0,1,0,0,0,0,0,0,0,,0,2,2,0,2,2,12,1,58,13,28,23,7,0,58,0,0,,0,,26,86,20,0,0,0,0,0,23,0,0,0,0,0,0,0,0,2,0,0,0,0,7,4,1,80.0,Defenders,0.0
Kristoffer Ajer,20,no NOR,"CB,RM",25-222,90,0,0,0,0,1,0,1,0,36,2,1,0,0.1,0.1,0.0,3,0,18,26,69.2,3,10,1,0,0,cd051869,626c6561,a8c0acb7,cd051869,0,18bb7c10,1,18,26,69.2,304,180,10,12,83.3,6,10,60.0,2,3,66.7,0,0.0,0.0,0,3,0,0,3,26,21,5,0,0,0,0,5,0,0,0,0,18,0,0,2,0,0,2,0,1,3,33.3,2,0,0,0,1,3,4,0,36,3,9,22,5,1,36,0,0,,0,,10,40,20,1,0,1,0,0,14,0,1,0,0,2,1,0,0,1,0,0,0,0,0,4,2,66.7,Defenders,0.0
Saman Ghoddos,14,ir IRN,RB,30-080,89,0,0,0,0,1,0,0,0,23,2,0,1,0.1,0.1,0.0,1,0,9,14,64.3,2,6,2,1,0,cd051869,626c6561,f7b1d4e0,cd051869,0,18bb7c10,1,9,14,64.3,166,44,3,4,75.0,5,7,71.4,1,2,50.0,0,0.0,0.0,1,1,0,0,2,14,11,3,0,0,0,2,1,1,1,0,0,9,0,1,2,1,2,0,0,1,1,100.0,0,1,0,1,0,2,2,0,23,2,8,8,7,1,23,1,0,0.0,1,100.0,6,67,47,2,1,0,1,0,7,1,0,0,0,0,1,1,2,0,1,0,0,0,1,0,1,0.0,Defenders,0.0
Mathias Jorgensen,13,dk DEN,"CB,RB",33-216,1,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,3,5,0,0,0,cd051869,626c6561,0db5d2c8,cd051869,0,18bb7c10,1,3,5,60.0,84,62,0,0,,2,2,100.0,1,3,33.3,0,0.0,0.0,0,2,1,0,3,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,0,4,1,0,5,0,0,,0,,5,22,16,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Defenders,0.0
Gabriel Jesus,9,br BRA,FW,26-236,65,0,0,0,0,4,2,0,0,26,1,0,0,0.6,0.6,0.0,0,0,12,15,80.0,2,20,1,0,0,18bb7c10,626c6561,b66315ae,cd051869,0,18bb7c10,1,12,15,80.0,150,32,9,9,100.0,2,4,50.0,0,0,,0,0.0,0.0,0,0,1,0,2,15,13,1,0,0,0,1,0,0,0,0,0,12,1,0,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,26,1,1,8,17,6,26,0,0,,0,,20,52,27,1,0,1,3,1,21,7,0,0,0,2,1,1,1,0,1,0,0,0,0,0,4,0.0,Forward,1.0
Eddie Nketiah,14,eng ENG,FW,24-179,25,0,0,0,0,1,1,0,0,11,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,9,1,0,0,18bb7c10,626c6561,a53649b7,cd051869,0,18bb7c10,1,5,7,71.4,38,0,3,5,60.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11,0,1,5,5,1,11,0,0,,0,,9,25,8,1,0,1,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Forward,1.0
Gabriel Martinelli,11,br BRA,LW,22-160,78,0,0,0,0,1,0,1,0,46,0,0,0,0.1,0.1,0.1,3,0,24,35,68.6,1,40,7,3,2,18bb7c10,626c6561,48a5a5d6,cd051869,0,18bb7c10,1,24,35,68.6,320,21,17,21,81.0,6,8,75.0,1,2,50.0,0,0.1,0.1,1,0,1,0,1,35,34,1,0,0,0,6,1,0,0,0,0,24,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,46,1,5,11,32,9,46,3,2,66.7,1,33.3,40,201,115,7,1,4,3,1,37,13,1,0,0,2,0,0,6,0,0,0,0,0,5,1,1,50.0,Forward,1.0
