Player,Shirt Number,Nation,Position,Age,Minutes,Goals,Assists_x,Penalty Kicks Made,Penalty Kicks Attempted,Shots Total,Shots on Target,Yellow Cards_x,Red Cards_x,Touches_x,Tackles_x,Interceptions_x,Blocks_x,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals_x,Shot-Creating Actions,Goal-Creating Actions,Passes Completed_x,Passes Attempted_x,Pass Completion %_x,Progressive Passes_x,Carries_x,Progressive Carries_x,Take-Ons Attempted_x,Successful Take-Ons_x,team tag,match tag,player tag,id_team_A,score_team_A,id_team_B,score_team_B,Passes Completed_y,Passes Attempted_y,Pass Completion %_y,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists_y,xAG: Exp. Assisted Goals_y,xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes_y,Passes Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses_x,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Completed,Passes Offside,Passes Blocked_x,Tackles_y,Tackles Won_x,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks_y,Shots Blocked,Passes Blocked_y,Interceptions_y,Tkl+Int,Clearances,Errors,Touches_y,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted_y,Successful Take-Ons_y,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries_y,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries_y,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Yellow Cards_y,Red Cards_y,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses_y,Interceptions,Tackles Won_y,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Simple_Position,Point_won
Ivan Perisic,14,hr CRO,WB,33-185,25,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,1,0,6,9,66.7,0,3,2,0,0,361ca564,09d8a999,6fe90922,361ca564,4,33c895d4,1,6,9,66.7,187,18,1,3,33.3,3,3,100.0,2,3,66.7,0,0.0,0.0,0,0,1,1,0,9,8,1,0,0,0,2,1,0,0,0,0,6,0,0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,12,2,2,5,5,2,12,0,0,,0,,3,60,27,2,0,1,0,1,6,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,Defenders,1.0
Emerson,12,br BRA,WB,23-204,86,0,1,0,0,3,0,0,0,70,3,0,2,0.2,0.2,0.2,5,2,47,57,82.5,5,30,5,3,2,361ca564,09d8a999,df8b52a5,361ca564,4,33c895d4,1,47,57,82.5,698,212,22,25,88.0,20,21,95.2,3,6,50.0,1,0.2,0.1,2,6,0,0,5,57,52,5,1,0,0,3,4,0,0,0,0,47,0,2,3,1,2,1,0,0,1,0.0,1,2,1,1,0,3,2,0,70,2,18,31,23,6,70,3,2,66.7,0,0.0,30,242,152,5,2,2,3,0,47,7,0,0,0,3,2,0,3,0,1,0,0,0,6,0,0,,Defenders,1.0
Matt Doherty,2,ie IRL,WB,30-202,4,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0,361ca564,09d8a999,d557d734,361ca564,4,33c895d4,1,1,3,33.3,14,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,4,2,3,1,0,0,4,0,0,,0,,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Defenders,1.0
Ben Davies,33,wls WAL,CB,29-104,85,0,0,0,0,1,1,0,0,78,1,0,0,0.0,0.0,0.0,1,0,62,72,86.1,11,38,3,0,0,361ca564,09d8a999,44781702,361ca564,4,33c895d4,1,62,72,86.1,1242,546,17,20,85.0,33,37,89.2,10,10,100.0,0,0.0,0.0,1,5,1,1,11,72,72,0,0,0,1,2,0,0,0,0,0,62,0,0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,4,0,78,4,28,40,10,1,78,0,0,,0,,38,224,154,3,4,0,0,1,66,4,0,0,0,1,0,0,2,0,1,0,0,0,3,4,4,50.0,Defenders,1.0
Clement Lenglet,34,fr FRA,CB,27-050,5,0,0,0,0,0,0,0,0,9,0,0,1,0.0,0.0,0.0,0,0,6,6,100.0,1,4,0,0,0,361ca564,09d8a999,4f28a6ff,361ca564,4,33c895d4,1,6,6,100.0,131,54,2,2,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,9,2,4,5,0,0,9,0,0,,0,,4,26,21,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Defenders,1.0
Eric Dier,15,eng ENG,CB,28-203,90,1,0,0,0,1,1,0,0,67,0,1,0,0.1,0.1,0.0,0,0,55,63,87.3,2,29,0,0,0,361ca564,09d8a999,ac861941,361ca564,4,33c895d4,1,55,63,87.3,1273,565,14,17,82.4,23,23,100.0,17,21,81.0,0,0.0,0.0,0,0,0,0,2,63,61,2,1,0,1,0,0,0,0,0,0,55,0,1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,67,8,33,34,1,1,67,0,0,,0,,29,144,70,0,0,0,0,0,53,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,50.0,Defenders,1.0
Cristian Romero,17,ar ARG,CB,24-101,90,0,0,0,0,2,0,0,0,80,0,1,0,0.2,0.2,0.0,0,0,63,74,85.1,6,42,0,1,1,361ca564,09d8a999,a3d94a58,361ca564,4,33c895d4,1,63,74,85.1,1288,358,22,22,100.0,31,34,91.2,9,11,81.8,0,0.0,0.0,0,4,0,0,6,74,72,2,2,0,7,0,0,0,0,0,0,63,0,4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,0,80,5,32,38,10,3,80,1,1,100.0,0,0.0,42,165,106,0,1,0,0,0,60,1,0,0,0,1,0,0,0,1,0,0,0,0,7,4,2,66.7,Defenders,1.0
Adam Armstrong,9,eng ENG,FW,25-177,45,0,0,0,0,1,0,0,0,13,0,0,1,0.0,0.0,0.0,0,0,10,10,100.0,1,6,0,0,0,33c895d4,09d8a999,68c720b5,361ca564,4,33c895d4,1,10,10,100.0,151,7,6,6,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,10,7,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,13,0,0,8,5,0,13,0,0,,0,,6,15,9,0,0,0,1,1,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Forward,0.0
Stuart Armstrong,17,sct SCO,"LM,FW",30-129,45,0,0,0,0,0,0,0,0,18,2,0,0,0.0,0.0,0.0,0,0,13,15,86.7,1,15,0,0,0,33c895d4,09d8a999,97333cf5,361ca564,4,33c895d4,1,13,15,86.7,154,0,12,12,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,15,15,0,0,0,0,0,0,0,0,0,0,13,0,1,2,1,2,0,0,1,3,33.3,2,0,0,0,0,2,0,0,18,0,4,4,11,0,18,0,0,,0,,15,57,9,0,0,0,1,3,15,3,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0.0,Midfielders,0.0
Joe Aribo,7,ng NGA,FW,26-016,90,0,0,0,0,1,1,0,0,33,1,1,0,0.0,0.0,0.0,1,0,16,21,76.2,1,17,0,3,1,33c895d4,09d8a999,328f7d51,361ca564,4,33c895d4,1,16,21,76.2,201,19,11,13,84.6,5,7,71.4,0,0,,0,0.0,0.0,0,0,0,0,1,21,19,2,0,0,0,0,0,0,0,0,0,16,0,0,1,1,0,0,1,0,1,0.0,1,0,0,0,1,2,1,0,33,1,3,15,15,4,33,3,1,33.3,2,66.7,17,88,27,0,1,0,3,3,23,6,0,0,0,0,0,0,0,1,1,0,0,0,2,2,5,28.6,Forward,0.0
Oriol Romeu,6,es ESP,CM,30-316,74,0,0,0,0,0,0,0,0,37,1,1,1,0.0,0.0,0.0,3,0,28,30,93.3,4,18,2,1,1,33c895d4,09d8a999,4b511457,361ca564,4,33c895d4,1,28,30,93.3,453,79,10,11,90.9,15,16,93.8,2,2,100.0,0,0.0,0.2,0,0,2,0,4,30,30,0,0,0,0,1,0,0,0,0,0,28,0,0,1,0,0,1,0,0,0,,0,1,0,1,1,2,1,0,37,2,5,19,14,1,37,1,1,100.0,0,0.0,18,128,66,2,1,0,1,0,20,0,0,0,0,1,2,0,1,1,0,0,0,0,8,2,0,100.0,Midfielders,0.0
Ibrahima Diallo,27,fr FRA,CM,23-151,16,0,0,0,0,1,0,0,0,15,0,1,1,0.1,0.1,0.0,1,0,9,9,100.0,0,5,0,1,0,33c895d4,09d8a999,11ff3d56,361ca564,4,33c895d4,1,9,9,100.0,101,4,8,8,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,15,0,0,4,11,1,15,1,0,0.0,1,100.0,5,19,4,0,0,0,2,1,9,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Midfielders,0.0
Romeo Lavia,45,be BEL,CM,18-212,90,0,0,0,0,1,0,0,0,62,2,1,2,0.0,0.0,0.0,1,0,50,52,96.2,6,44,0,1,1,33c895d4,09d8a999,ecad9aa5,361ca564,4,33c895d4,1,50,52,96.2,851,304,22,22,100.0,25,26,96.2,3,3,100.0,0,0.0,0.0,0,10,1,0,6,52,52,0,0,0,0,0,0,0,0,0,0,50,0,1,2,1,1,1,0,2,2,100.0,0,2,0,2,1,3,1,0,62,2,14,39,11,0,62,1,1,100.0,0,0.0,44,163,67,0,1,0,0,1,42,1,0,0,0,0,4,0,0,1,1,0,0,0,13,0,0,,Midfielders,0.0
James Ward-Prowse,8,eng ENG,"CM,RM",27-278,90,1,0,0,0,2,1,0,0,52,2,1,0,0.1,0.1,0.2,3,0,34,45,75.6,4,25,1,0,0,33c895d4,09d8a999,3515d404,361ca564,4,33c895d4,1,34,45,75.6,575,187,19,20,95.0,12,16,75.0,3,5,60.0,0,0.2,0.1,4,7,3,1,4,45,41,4,2,1,0,7,0,2,1,1,0,34,0,3,2,1,0,1,1,1,1,100.0,0,0,0,0,1,3,0,0,52,1,5,14,33,4,52,0,0,,0,,25,113,57,1,0,0,0,0,37,3,0,0,0,0,0,0,7,1,1,0,0,0,1,0,1,0.0,Midfielders,0.0
Moussa Djenepo,19,ml MLI,LB,24-052,71,0,1,0,0,1,0,0,0,33,0,1,1,0.0,0.0,0.1,2,2,20,27,74.1,1,22,4,4,2,33c895d4,09d8a999,254147d4,361ca564,4,33c895d4,1,20,27,74.1,242,55,15,16,93.8,5,6,83.3,0,3,0.0,1,0.1,0.1,1,1,0,0,1,27,25,2,0,0,0,0,2,0,0,0,0,20,0,2,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,1,0,33,4,11,13,12,3,33,4,2,50.0,2,50.0,22,186,87,4,2,0,1,0,18,5,0,0,0,2,2,0,0,1,0,0,0,0,8,0,0,,Defenders,0.0
Romain Perraud,15,fr FRA,LB,24-318,19,0,0,0,0,2,0,0,0,12,1,0,0,0.1,0.1,0.0,1,0,5,8,62.5,0,5,0,1,0,33c895d4,09d8a999,6dfd8f05,361ca564,4,33c895d4,1,5,8,62.5,48,13,5,5,100.0,0,2,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,8,6,2,1,0,0,2,1,0,0,0,0,5,0,1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,12,0,0,0,12,3,12,1,0,0.0,0,0.0,5,20,11,0,1,0,0,0,9,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,Defenders,0.0
Mohammed Salisu,22,gh GHA,CB,23-111,90,0,0,0,0,1,0,0,0,72,2,3,4,0.1,0.1,0.0,2,0,42,54,77.8,7,31,0,4,2,33c895d4,09d8a999,0b33f6ad,361ca564,4,33c895d4,1,42,54,77.8,725,396,20,21,95.2,17,23,73.9,5,9,55.6,0,0.0,0.1,1,10,2,1,7,54,48,6,2,0,0,3,4,0,0,0,0,42,0,0,2,1,1,1,0,1,1,100.0,0,4,0,4,3,5,4,0,72,9,28,32,14,2,72,4,2,50.0,2,50.0,31,278,35,0,1,0,0,3,40,2,0,0,0,0,0,0,3,3,1,0,0,1,7,1,0,100.0,Defenders,0.0
Jan Bednarek,35,pl POL,CB,26-116,90,0,0,0,0,0,0,0,0,60,0,2,1,0.0,0.0,0.1,2,0,47,52,90.4,1,27,0,0,0,33c895d4,09d8a999,4115ce4e,361ca564,4,33c895d4,1,47,52,90.4,867,254,16,16,100.0,29,31,93.5,2,4,50.0,0,0.1,0.1,2,2,0,0,1,52,48,4,4,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,,0,1,0,1,2,2,3,0,60,10,27,30,3,2,60,0,0,,0,,27,87,13,0,0,0,0,0,35,1,0,0,0,0,0,0,0,2,0,0,0,0,7,2,3,40.0,Defenders,0.0
Yan Valery,43,tn TUN,CB,23-165,45,0,0,0,0,0,0,0,0,28,0,0,1,0.0,0.0,0.0,0,0,15,23,65.2,0,17,0,0,0,33c895d4,09d8a999,531a4aa8,361ca564,4,33c895d4,1,15,23,65.2,213,39,9,10,90.0,4,6,66.7,1,5,20.0,0,0.0,0.0,0,1,0,0,0,23,23,0,0,0,0,1,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,28,3,7,18,3,0,28,0,0,,0,,17,91,18,0,1,0,1,3,20,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,100.0,Defenders,0.0
Jack Stephens,5,eng ENG,CB,28-191,45,0,0,0,0,0,0,0,0,31,1,1,1,0.0,0.0,0.0,0,0,23,27,85.2,3,16,3,0,0,33c895d4,09d8a999,6adbc307,361ca564,4,33c895d4,1,23,27,85.2,398,107,9,9,100.0,13,17,76.5,1,1,100.0,0,0.0,0.0,0,3,0,0,3,27,24,3,1,0,0,0,2,0,0,0,0,23,0,0,1,1,1,0,0,0,0,,0,1,1,0,1,2,2,0,31,4,7,16,8,0,31,0,0,,0,,16,135,86,3,2,0,0,1,25,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,100.0,Defenders,0.0
Kyle Walker-Peters,2,eng ENG,RB,25-115,89,0,0,0,0,0,0,0,0,48,2,1,1,0.0,0.0,0.0,1,0,26,35,74.3,2,23,2,3,2,33c895d4,09d8a999,984a5a64,361ca564,4,33c895d4,1,26,35,74.3,336,70,20,22,90.9,6,9,66.7,0,2,0.0,0,0.0,0.0,0,1,2,0,2,35,30,5,0,0,0,3,5,0,0,0,0,26,0,2,2,0,1,0,1,0,1,0.0,1,1,1,0,1,3,5,0,48,7,12,15,22,2,48,3,2,66.7,0,0.0,23,157,42,2,1,1,2,1,28,5,0,0,0,0,2,0,3,1,0,0,0,0,2,2,2,50.0,Defenders,0.0
Nathan Redmond,11,eng ENG,RB,28-153,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,33c895d4,09d8a999,ab651565,361ca564,4,33c895d4,1,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,0,,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Defenders,0.0
Callum Wilson,9,eng ENG,FW,30-160,89,1,0,0,0,4,2,0,0,16,0,0,0,0.6,0.6,0.1,1,0,5,8,62.5,1,7,2,0,0,b2b47a98,1ac96eb4,c596fcb0,b2b47a98,2,e4a775cb,0,5,8,62.5,42,13,4,5,80.0,0,0,,0,1,0.0,0,0.1,0.1,2,0,1,0,1,8,8,0,0,1,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,0,0,3,13,6,16,0,0,,0,,7,51,35,2,0,0,2,0,14,3,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2,33.3,Forward,1.0
Chris Wood,20,nz NZL,FW,30-242,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,b2b47a98,1ac96eb4,4e9a0555,b2b47a98,2,e4a775cb,0,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,3,1,3,0,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Forward,1.0
Allan Saint-Maximin,10,fr FRA,LW,25-147,89,0,0,0,0,4,1,0,0,60,0,1,0,0.3,0.3,0.0,9,1,35,52,67.3,11,40,11,3,2,b2b47a98,1ac96eb4,2b16cb1a,b2b47a98,2,e4a775cb,0,35,52,67.3,524,171,20,25,80.0,14,22,63.6,1,1,100.0,0,0.0,0.2,1,2,5,0,11,52,51,1,0,0,0,4,1,0,0,0,0,35,0,2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,60,0,1,14,45,11,60,3,2,66.7,1,33.3,40,385,279,11,7,6,1,2,51,15,0,0,0,1,2,0,4,1,0,0,0,0,5,1,0,100.0,Forward,1.0
Jacob Murphy,23,eng ENG,"LW,LM",27-163,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,b2b47a98,1ac96eb4,de112b84,b2b47a98,2,e4a775cb,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,1.0
Miguel Almiron,24,py PAR,RW,28-177,80,0,0,0,0,1,1,0,0,50,2,0,1,0.1,0.1,0.3,7,0,32,39,82.1,8,33,4,3,1,b2b47a98,1ac96eb4,862a1c15,b2b47a98,2,e4a775cb,0,32,39,82.1,431,135,20,24,83.3,10,12,83.3,1,1,100.0,0,0.3,0.5,2,3,2,1,8,39,37,2,0,0,0,1,2,0,0,0,0,32,0,0,2,2,1,0,1,0,0,,0,1,0,1,0,2,1,0,50,0,2,13,35,11,50,3,1,33.3,2,66.7,33,196,82,4,0,3,2,0,36,18,0,0,0,1,1,0,1,0,2,0,0,0,5,0,1,0.0,Forward,1.0
Ryan Fraser,21,sct SCO,"RW,RM",28-163,10,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,4,5,80.0,0,3,1,0,0,b2b47a98,1ac96eb4,d56543a0,b2b47a98,2,e4a775cb,0,4,5,80.0,42,1,3,3,100.0,1,2,50.0,0,0,,0,0.0,0.0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,0,3,2,0,5,0,0,,0,,3,42,32,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Forward,1.0
Joelinton,7,br BRA,LM,25-357,90,0,1,0,0,3,2,0,0,65,1,2,0,0.2,0.2,0.3,6,2,50,55,90.9,11,32,1,5,4,b2b47a98,1ac96eb4,c17bfb65,b2b47a98,2,e4a775cb,0,50,55,90.9,775,241,27,29,93.1,16,18,88.9,4,4,100.0,1,0.3,0.2,3,4,2,2,11,55,52,3,1,0,1,2,0,1,0,0,0,50,0,0,1,1,0,0,1,1,3,33.3,2,0,0,0,2,3,0,0,65,1,3,30,32,5,65,5,4,80.0,1,20.0,32,177,74,1,1,1,1,1,49,8,0,0,0,2,3,0,2,2,1,0,0,0,5,1,3,25.0,Midfielders,1.0
Bruno Guimaraes,39,br BRA,CM,24-263,89,0,0,0,0,1,0,0,0,85,3,1,0,0.0,0.0,0.3,7,0,64,73,87.7,10,60,3,8,5,b2b47a98,1ac96eb4,82518f62,b2b47a98,2,e4a775cb,0,64,73,87.7,912,284,36,38,94.7,18,19,94.7,5,10,50.0,0,0.3,0.1,3,8,5,0,10,73,71,2,2,3,0,1,0,0,0,0,0,64,0,1,3,2,1,2,0,0,0,,0,0,0,0,1,4,0,0,85,2,7,52,27,1,85,8,5,62.5,3,37.5,60,404,167,3,2,0,1,3,65,3,0,0,0,0,4,0,1,1,2,0,0,0,10,0,0,,Midfielders,1.0
Sven Botman,4,nl NED,"CB,CM",22-206,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,1,0,0,0,b2b47a98,1ac96eb4,ccce7025,b2b47a98,2,e4a775cb,0,3,3,100.0,55,25,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,,0,,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Defenders,1.0
Joe Willock,28,eng ENG,RM,22-351,79,0,0,0,0,3,1,0,0,45,4,0,2,0.2,0.2,0.2,1,0,26,30,86.7,2,26,1,3,0,b2b47a98,1ac96eb4,a3b03921,b2b47a98,2,e4a775cb,0,26,30,86.7,402,78,15,16,93.8,9,9,100.0,2,3,66.7,0,0.2,0.3,1,2,1,0,2,30,29,0,0,0,0,1,0,0,0,0,0,26,1,0,4,2,0,0,4,3,4,75.0,1,2,0,2,0,4,0,0,45,0,0,18,29,7,45,3,0,0.0,0,0.0,26,171,36,1,1,1,5,2,31,6,0,0,0,1,1,0,1,0,2,0,0,0,7,0,2,0.0,Midfielders,1.0
Sean Longstaff,36,eng ENG,"RM,CM",24-280,11,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.2,1,0,3,5,60.0,0,3,0,0,0,b2b47a98,1ac96eb4,a2b105e0,b2b47a98,2,e4a775cb,0,3,5,60.0,68,11,0,0,,3,3,100.0,0,2,0.0,0,0.2,0.1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,6,0,1,3,2,1,6,0,0,,0,,3,20,13,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Midfielders,1.0
Matt Targett,13,eng ENG,LB,26-322,90,0,0,0,0,0,0,0,0,61,3,0,0,0.0,0.0,0.1,5,0,47,60,78.3,10,21,1,0,0,b2b47a98,1ac96eb4,e514ab62,b2b47a98,2,e4a775cb,0,47,60,78.3,751,355,21,24,87.5,23,25,92.0,2,8,25.0,0,0.1,0.1,3,4,2,0,10,60,49,10,2,0,0,4,5,3,1,1,0,47,1,2,3,3,1,1,1,2,3,66.7,1,0,0,0,0,3,1,0,61,0,14,28,20,0,61,0,0,,0,,21,114,83,1,0,0,0,0,38,4,0,0,0,2,1,0,4,0,3,0,0,0,10,1,0,100.0,Defenders,1.0
Dan Burn,33,eng ENG,CB,30-089,90,0,0,0,0,4,1,0,0,46,2,0,0,0.2,0.2,0.0,1,0,28,33,84.8,1,14,0,0,0,b2b47a98,1ac96eb4,b2d31e83,b2b47a98,2,e4a775cb,0,28,33,84.8,571,142,10,12,83.3,13,16,81.3,4,4,100.0,0,0.0,0.0,1,1,0,0,1,33,31,2,2,0,0,0,0,0,0,0,0,28,0,0,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,5,0,46,7,28,12,6,6,46,0,0,,0,,14,47,16,0,0,0,0,0,23,1,0,0,0,0,0,1,0,0,1,0,0,0,6,2,1,66.7,Defenders,1.0
Fabian Schar,5,ch SUI,CB,30-229,90,1,0,0,0,2,1,0,0,68,2,3,3,0.1,0.1,0.1,2,0,38,52,73.1,3,25,1,0,0,b2b47a98,1ac96eb4,c8aa95da,b2b47a98,2,e4a775cb,0,38,52,73.1,756,372,15,18,83.3,19,23,82.6,4,11,36.4,0,0.1,0.1,1,2,1,1,3,52,50,2,2,0,1,1,0,0,0,0,0,38,0,0,2,0,0,1,1,2,2,100.0,0,3,2,1,3,5,4,0,68,6,37,27,6,1,68,0,0,,0,,25,108,74,1,0,0,2,0,31,2,0,0,0,0,2,0,1,3,0,0,0,0,8,4,3,57.1,Defenders,1.0
Kieran Trippier,2,eng ENG,RB,31-321,90,0,0,0,0,1,0,0,0,99,1,4,2,0.0,0.0,0.1,4,1,63,89,70.8,12,39,2,0,0,b2b47a98,1ac96eb4,21512407,b2b47a98,2,e4a775cb,0,63,89,70.8,1219,630,25,33,75.8,27,36,75.0,9,16,56.3,0,0.1,0.1,2,9,4,1,12,89,67,22,2,0,1,10,13,7,2,2,2,63,0,1,1,1,0,1,0,1,2,50.0,1,2,0,2,4,5,1,0,99,3,17,42,40,1,99,0,0,,0,,39,155,54,2,1,0,2,0,53,7,0,0,0,0,0,0,10,4,1,0,0,0,15,2,4,33.3,Defenders,1.0
Sam Surridge,16,eng ENG,FW,24-009,62,0,0,0,0,2,0,0,0,25,0,0,1,0.2,0.2,0.0,0,0,5,11,45.5,2,10,0,3,1,e4a775cb,1ac96eb4,b017b770,b2b47a98,2,e4a775cb,0,5,11,45.5,82,18,3,7,42.9,1,3,33.3,1,1,100.0,0,0.0,0.0,0,0,0,0,2,11,11,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,3,0,25,4,10,7,9,2,25,3,1,33.3,2,66.7,10,16,10,0,0,0,0,0,16,3,0,0,0,2,1,0,1,0,0,0,0,0,1,3,2,60.0,Forward,0.0
Taiwo Awoniyi,9,ng NGA,"AM,FW",24-359,28,0,0,0,0,0,0,0,0,7,2,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,0,0,e4a775cb,1ac96eb4,e5478b87,b2b47a98,2,e4a775cb,0,3,4,75.0,45,0,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0,7,0,0,6,1,0,7,0,0,,0,,4,11,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0.0,Midfielders,0.0
